0,0133333333333  0,0322488764045
0,025  0,0247220973783
0,03  0,0189923220974
0,0433333333333  0,0153983146067
0,045  0,0113535580524
0,0716666666667  0,00742397003745
0,0866666666667  0,00562790262172
0,1  0,00394400749064
0,116666666667  0,00304700374532
0,135  0,00181310861423
0,15  0,000578838951311
0,166666666667  -0,000205805243446
0,19  -0,00087734082397
0,221666666667  -0,00121086142322
0,253333333333  -0,000982584269663
0,285  -0,00120374531835
0,318333333333  -0,00131235955056
0,36  -0,00130767790262
0,393333333333  -0,00107921348315
0,425  -0,000626217228464
0,445  -0,00039925093633
0,463333333333  -0,000958988764045
0,481666666667  -0,00252996254682
0,496666666667  -0,0038765917603
0,51  -0,00488632958801
0,525  -0,00510936329588
0,536666666667  -0,00420917602996
0,55  -0,00207284644195
0,568333333333  0,000288764044944
0,585  0,00287490636704
0,601666666667  0,00489925093633
0,613333333333  0,00658595505618
0,635  0,00737490636704
0,655  0,00793895131086
0,673333333333  0,00794101123596
0,696666666667  0,00783127340824
0,726666666667  0,00738520599251
0,756666666667  0,00693913857678
0,79  0,00638108614232
0,825  0,00582322097378
0,858333333333  0,00515280898876
0,883333333333  0,00481853932584
0,913333333333  0,00403539325843
0,936666666667  0,00358857677903
0,956666666667  0,00325374531835
0,985  0,00258277153558
