0,552363426427  0,022311827957
0,549004113444  0,0229838709677
0,545641192177  0,0243279569892
0,544966442953  0,025
0,548307714513  0,027688172043
0,550977845132  0,030376344086
0,553651584037  0,0323924731183
0,557000072166  0,0337365591398
0,560348560294  0,0350806451613
0,563689831854  0,0377688172043
0,567713069207  0,0384408602151
0,57240023093  0,0404569892473
0,576416251714  0,0424731182796
0,579764739843  0,0438172043011
0,584455509851  0,0451612903226
0,589139063289  0,0478494623656
0,591816410478  0,0491935483871
0,597178321426  0,0505376344086
0,601197950494  0,0518817204301
0,603200548459  0,0538978494624
0,607220177528  0,0552419354839
0,608548026268  0,0579301075269
0,610557840802  0,0586021505376
0,611214548604  0,0612903225806
0,611860431551  0,0659946236559
0,611849606697  0,0680107526882
0,611827956989  0,0720430107527
0,611809915566  0,0754032258065
0,611788265858  0,079435483871
0,61177383272  0,082123655914
0,611759399581  0,084811827957
0,611744966443  0,0875
0,61172692502  0,0908602150538
0,611716100166  0,092876344086
0,611016092949  0,098252688172
0,610994443242  0,102284946237
0,610976401819  0,10564516129
0,610951143826  0,110349462366
0,610940318972  0,112365591398
0,610933102403  0,113709677419
0,610918669265  0,116397849462
0,611571768781  0,119758064516
0,610875369849  0,124462365591
0,610857328426  0,127822580645
0,610839287003  0,131182795699
0,610814029011  0,135887096774
0,610799595872  0,138575268817
0,610788771018  0,140591397849
0,610763513026  0,145295698925
0,610741863318  0,149327956989
