0,948762069712  -0,0516129032258
0,958426499242  -0,0516129032258
0,968088330808  -0,0508064516129
0,976139424118  -0,05
0,980966442953  -0,0483870967742
0,981758822256  -0,0443548387097
0,977708594934  -0,0370967741935
0,975248322148  -0,0233870967742
0,975206754709  -0,0104838709677
0,97193851483  0,00403225806452
0,966248971639  0,0201612903226
0,962180558562  0,033064516129
0,958925308508  0,0435483870968
0,954867287292  0,0532258064516
0,952412210435  0,0653225806452
0,949954535614  0,0782258064516
0,949102403118  0,0927419354839
0,949058237714  0,106451612903
0,948195713358  0,124193548387
0,948115176445  0,149193548387
