0,850176717904  -0,053741612903
0,859838549470  -0,052935161290
0,870303152197  -0,051322258064
0,877543680450  -0,048902903226
0,882365503356  -0,045677096774
0,886366369344  -0,037612580645
0,888756497077  -0,029548064516
0,890346451613  -0,023096451613
0,892728785451  -0,012612580645
0,895916488417  -0,002128709677
0,897501247023  0,005935806452
0,899080809699  0,015613225806
0,899855003247  0,025290645161
0,900624000866  0,036580967742
0,900592825287  0,046258387097
0,899740692791  0,060774516129
0,899709517212  0,070451935484
0,899675743667  0,080935806452
0,899641970123  0,091419677419
0,900400575882  0,105935806452
0,901172171466  0,116419677419
0,901140995887  0,126097096774
