0,654681696749  0,00679611650485
0,665151495406  0,00679611650485
0,678850589692  0,00760517799353
0,693355053105  0,0084142394822
0,701432201733  0,0108414239482
0,705537238548  0,018932038835
0,703996872353  0,026213592233
0,698445298755  0,0351132686084
0,690469798658  0,0432038834951
0,68007037206  0,0504854368932
0,672900241089  0,0585760517799
0,665730110119  0,0666666666667
0,660999543885  0,0771844660194
0,657895354141  0,0893203883495
0,65720727178  0,10145631068
0,656495732065  0,111165048544
0,65578419235  0,120873786408
0,655885840881  0,131391585761
0,655987489412  0,141909385113
0,655252492344  0,149190938511
