0,848632460128  -0,0327956989247
0,852652089197  -0,0314516129032
0,857350075774  -0,0314516129032
0,863383127661  -0,0301075268817
0,868745038609  -0,0287634408602
0,874778090496  -0,0274193548387
0,87812297034  -0,0254032258065
0,880125568305  -0,0233870967742
0,88345601501  -0,0186827956989
0,884780255467  -0,0153225806452
0,886104495923  -0,0119623655914
0,887417911525  -0,00658602150538
0,889402468067  -0,00120967741935
0,890059175868  0,00147849462366
0,890712275384  0,00483870967742
0,892696831926  0,0102150537634
0,892678790503  0,0135752688172
0,893999422674  0,0176075268817
0,894648913906  0,0216397849462
0,895309229992  0,0236559139785
0,896622645594  0,0290322580645
0,896608212456  0,0317204301075
0,897918019773  0,0377688172043
0,897903586635  0,0404569892473
0,898549469582  0,0451612903226
0,898535036444  0,0478494623656
0,899180919391  0,0525537634409
0,898488128744  0,0565860215054
0,898448437613  0,0639784946237
0,899097928845  0,0680107526882
0,899076279137  0,0720430107527
0,899058237714  0,0754032258065
0,899704120661  0,0801075268817
0,899682470953  0,0841397849462
0,899668037815  0,0868279569892
0,900321137331  0,090188172043
0,899631954969  0,0935483870968
0,899610305261  0,0975806451613
0,899581438984  0,102956989247
0,899548964422  0,109005376344
0,89952370643  0,113709677419
0,898462870751  0,0612903225806
0,898830915783  0,117741935484
0,89880565779  0,122446236559
0,898791224652  0,125134408602
0,899444324168  0,128494623656
0,899426282745  0,13185483871
0,899397416468  0,137231182796
0,899386591614  0,139247311828
0,899364941907  0,143279569892
0,899339683914  0,147983870968
