0,649556406149  -0,014994838710
0,657604901494  -0,013381935484
0,668069504222  -0,011769032258
0,672091153929  -0,010156129032
0,678510725265  -0,002898064516
0,684124927473  0,004360000000
0,690541900844  0,012424516129
0,697759047413  0,022101935484
0,701752119506  0,032585806452
0,704142247240  0,040650322581
0,704111071661  0,050327741935
0,704079896081  0,060005161290
0,704046122537  0,070489032258
0,704822914051  0,079360000000
0,704796934401  0,087424516129
0,704768356787  0,096295483871
0,704737181208  0,105972903226
0,704708603594  0,114843870968
0,704667036155  0,127747096774
