0,950434667677  -0,075129354839
0,959288532150  -0,073516451613
0,968139798658  -0,071097096774
0,976183098073  -0,067871290323
0,982605267374  -0,061419677419
0,987393316735  -0,047710000000
0,988978075341  -0,039645483871
0,991360409179  -0,029161612903
0,994540318251  -0,016258387097
0,996104293137  -0,001742258065
0,997676061918  0,010354516129
0,998439863607  0,023257741936
0,998395698203  0,036967419355
0,999156901927  0,050677096774
0,999117932453  0,062773870968
0,999071169084  0,077290000000
0,999014013856  0,095031935484
0,998967250487  0,109548064516
0,998912693224  0,126483548387
