0,750537634409  -0,0126344086022
0,754560871762  -0,0119623655914
0,758584109115  -0,0112903225806
0,761939813813  -0,0112903225806
0,764620769286  -0,0106182795699
0,768644006639  -0,00994623655914
0,770653821173  -0,00927419354839
0,774005917587  -0,00860215053763
0,776683264776  -0,00725806451613
0,780031752905  -0,00591397849462
0,78203435087  -0,00389784946237
0,784036948835  -0,00188172043011
0,784693656636  0,000806451612903
0,786685429747  0,00483870967742
0,787345745832  0,00685483870968
0,788669986289  0,0102150537634
0,789997835029  0,0129032258065
0,79132568377  0,0155913978495
0,791982391571  0,0182795698925
0,793306632027  0,0216397849462
0,794634480768  0,0243279569892
0,795287580284  0,027688172043
0,796615429025  0,030376344086
0,797268528542  0,0337365591398
0,798596377282  0,0364247311828
0,799245868514  0,0404569892473
0,80057010897  0,0438172043011
0,800555675832  0,0465053763441
0,801205167064  0,0505376344086
0,80119434221  0,0525537634409
0,801176300787  0,0559139784946
0,802493324673  0,0606182795699
0,80247528325  0,0639784946237
0,802457241827  0,0673387096774
0,80243559212  0,0713709677419
0,802413942412  0,0754032258065
0,802392292704  0,079435483871
0,801703110341  0,0827956989247
0,801677852349  0,0875
0,801648986072  0,092876344086
0,801630944649  0,0962365591398
0,801602078372  0,101612903226
0,801580428664  0,10564516129
0,801558778956  0,109677419355
0,801537129249  0,113709677419
0,801515479541  0,117741935484
0,801479396695  0,124462365591
0,801450530418  0,129838709677
0,801432488995  0,133198924731
0,801407231002  0,137903225806
0,801389189579  0,14126344086
0,801367539872  0,145295698925
0,801353106733  0,147983870968
