0,947398426788  -0,0529569892473
0,951421664141  -0,0522849462366
0,955441293209  -0,0509408602151
0,960135671502  -0,0502688172043
0,963487767915  -0,0495967741935
0,968849678863  -0,048252688172
0,972198166991  -0,0469086021505
0,976206971206  -0,0435483870968
0,977538428231  -0,0415322580645
0,980872483221  -0,0375
0,981529191023  -0,034811827957
0,982189507108  -0,0327956989247
0,983517355849  -0,0301075268817
0,983502922711  -0,0274193548387
0,984823554882  -0,0233870967742
0,986140578769  -0,0186827956989
0,98746121094  -0,0146505376344
0,988107093888  -0,00994623655914
0,989427726059  -0,00591397849462
0,990730316807  0,00147849462366
0,992047340694  0,00618279569892
0,992689615357  0,0115591397849
0,993339106589  0,0155913978495
0,993317456881  0,019623655914
0,994620047629  0,0270161290323
0,995262322292  0,0323924731183
0,9952370643  0,0370967741935
0,995864905824  0,0451612903226
0,995836039547  0,0505376344086
0,995814389839  0,0545698924731
0,995789131847  0,0592741935484
0,995763873854  0,0639784946237
0,995731399293  0,0700268817204
0,996370065671  0,0760752688172
0,996341199394  0,0814516129032
0,996319549686  0,0854838709677
0,996290683409  0,0908602150538
0,996269033701  0,0948924731183
0,996907700079  0,100940860215
0,996882442087  0,10564516129
0,997528325034  0,110349462366
0,997499458757  0,115725806452
0,996799451541  0,121102150538
0,997448942773  0,125134408602
0,997420076496  0,130510752688
0,996720069279  0,135887096774
0,997362343942  0,14126344086
0,998022660027  0,143279569892
0,997997402035  0,147983870968
