0,849639315869  -0,0322580645161
0,86574669842  -0,0322580645161
0,87379779173  -0,0314516129032
0,881038319983  -0,0290322580645
0,884249404633  -0,0258064516129
0,881820307426  -0,0217741935484
0,880994154579  -0,0153225806452
0,880165403767  -0,00806451612903
0,880142022083  -0,000806451612903
0,878500108249  0,00887096774194
0,875247456159  0,0185483870968
0,87038146785  0,0290322580645
0,866320848669  0,0395161290323
0,859023165187  0,0548387096774
0,854946958216  0,0701612903226
0,851673522407  0,0862903225806
0,850010824854  0,102419354839
0,849932885906  0,126612903226
0,849865338818  0,147580645161
