0,554964488174  0,0221682847896
0,566255294194  0,023786407767
0,58237831498  0,0254045307443
0,59526422102  0,0254045307443
0,606578484394  0,0294498381877
0,612278621229  0,0359223300971
0,610753893269  0,0448220064725
0,604365674073  0,0504854368932
0,597148628396  0,0537216828479
0,585928194435  0,0593851132686
0,577921417867  0,0642394822006
0,570712191308  0,068284789644
0,564339610347  0,0755663430421
0,559655958819  0,0909385113269
0,55816250733  0,103074433657
0,557458786734  0,11359223301
0,5575760735  0,12572815534
0,557701179384  0,138673139159
0,557005277904  0,15
