0,449827051310  0,017113225806
0,446592584975  0,021145483871
0,445776823988  0,024371290323
0,446566605326  0,029210000000
0,451385830266  0,033242258064
0,461037269972  0,037274516129
0,472304643862  0,039693870968
0,481161106300  0,040500322581
0,490012372808  0,042919677419
0,502085115826  0,045339032258
0,507717503789  0,046951935484
0,512541924659  0,049371290323
0,514939846287  0,055016451613
0,514921660533  0,060661612903
0,514090311756  0,068726129032
0,513258962979  0,076790645161
0,513240777225  0,082435806452
0,513214797575  0,090500322581
0,512373056939  0,101790645161
0,511536512232  0,111468064516
0,511513130548  0,118726129032
0,510676585841  0,128403548387
