0,254849534531  0,0592741935484
0,252157754204  0,0606182795699
0,25147578841  0,0626344086022
0,256155733564  0,0659946236559
0,259504221693  0,0673387096774
0,265540881865  0,0680107526882
0,268892978278  0,0686827956989
0,271573933752  0,0693548387097
0,275600779389  0,0693548387097
0,279620408458  0,0706989247312
0,282972504871  0,0713709677419
0,289012773328  0,0713709677419
0,296388107094  0,0727150537634
0,300411344447  0,0733870967742
0,3044345818  0,0740591397849
0,307119145558  0,0740591397849
0,311142382911  0,0747311827957
0,31516201198  0,0760752688172
0,318506891824  0,0780913978495
0,319834740564  0,0807795698925
0,319816699141  0,0841397849462
0,319798657718  0,0875
0,31978422458  0,090188172043
0,319769791441  0,092876344086
0,319084217363  0,095564516129
0,319733708595  0,0995967741935
0,319030093094  0,10564516129
0,319015659955  0,108333333333
0,318319261023  0,113037634409
0,318294003031  0,117741935484
0,318279569892  0,120430107527
0,318265136754  0,12311827957
0,317575954391  0,126478494624
0,317554304684  0,130510752688
0,317532654976  0,134543010753
0,317507396983  0,139247311828
0,316810998052  0,143951612903
0,316792956628  0,147311827957
