0,455262917834  0,0391585760518
0,462519059099  0,0399676375405
0,469001107708  0,0440129449838
0,471464129797  0,0488673139159
0,471511044504  0,0537216828479
0,469118394474  0,0561488673139
0,473176516583  0,0593851132686
0,474834169545  0,0642394822006
0,468422492995  0,0674757281553
0,463605916466  0,0690938511327
0,461244542907  0,0747572815534
0,459704176712  0,0820388349515
0,458171629634  0,0901294498382
0,457538281097  0,107928802589
0,457679025217  0,122491909385
0,457022219326  0,13786407767
0,45794487522  0,15
